นิวยอร์ก,new-yɔ̂ɔk
ตกอยู่ในภวังค์,tòk-yùu-nay-pha-waŋ
ตกอยู่ในอันตราย,tòk-yùu-nay-an-ta-raay
ตกยาก,tòk-yâak
ตกว่า,tòk-wâa
ต๊อกต๋อย,tɔ́k-tɔ̌y
ตกทุกข์ได้ยาก,tòk-thúk-dâay-yâak
ตกทอด,tòk-thɔ̂ɔt
ตกท้องช้าง,tòk-thɔ́ɔŋ-cháaŋ
ตกที่นั่งลำบาก,tòk-thîi-nâŋ-lam-bàak
ตกแต่งภายใน,tòk-tɛ̀ŋ-phaay-nay
ตกแต่ง,tòk-tɛ̀ŋ
ตกต่ำ,tòk-tàm
ตกตะลึง,tòk-tà-lʉŋ
ตกตะกอน,tòk-tà-kɔɔn
ตกแสก,tòk-sɛ̀ɛk
ตกสนับ,tòk-sa-nàp
ตกสะเก็ด,tòk-sà-kèt
ตกรถ,tòk-rót
ตกรอบ,tòk-rɔ̂ɔp
ตกระกำลำบาก,tòk-rá-kam-lam-bàak
ตกรางวัล,tòk-raaŋ-wan
ตกราง,tòk-raaŋ
ตกประหม่า,tòk-prà-màa
ตกปลอก,tòk-plɔ̀ɔk
ตกปลัก,tòk-plàk
ตกปลา,tòk-plaa
ตกพุ่มม่าย,tòk-phûm-mâay
ตกผลึก,tòk-phlʉ̀k
ตกเป็นของ,tòk-pen-khɔ̌ɔŋ
ตกเป็น,tòk-pen
ตกไป,tòk-pay
ตกปากรับคำ,tòk-pàak-ráp-kham
ตกงาน,tòk-ŋaan
ตกใน,tòk-nay
ตกนรก,tòk-na-rók
ตกหนัก,tòk-nàk
ตกน้ำมัน,tòk-náam-man
ตกน้ำ,tòk-náam
ตกมูก,tòk-mûuk
ตกหมก,tòk-mòk
ตกมัน,tòk-man
ตกลูก,tòk-lûuk
ตกหลุมรัก,tòk-lǔm-rák
ตกหลุมพราง,tòk-lǔm-phraaŋ
ตกลงปลงใจ,tòk-loŋ-ploŋ-cay
ตกลงใจ,tòk-loŋ-cay
ตกลง,tòk-loŋ
ตกหล่น,tòk-lòn
โต๊ะกลม,tó-klom
ตกเลือด,tòk-lʉ̂at
ตกกระไดพลอยโจน,tòk-krà-day-phlɔɔy-coon
ตกกระ,tòk-krà
ตกขุย,tòk-khǔy
ตกเครือ,tòk-khrʉa
ตกขอบ,tòk-khɔ̀ɔp
ตกคลัก,tòk-khlâk
ตกเขียว,tòk-khǐaw
ตกไข่,tòk-khày
ตกค่ำ,tòk-khâm
ตกขาว,tòk-khǎaw
ตกข้าว,tòk-khâaw
ตกข่าว,tòk-khàaw
ตกค้าง,tòk-kháaŋ
โต๊ะกินข้าว,tó-kin-khâaw
ตกฮวบ,tòk-hûap
โต๊ะเครื่องแป้ง,tó-khrʉ̂aŋ-pɛ̂ɛŋ
โต๊ะโขก,tó-khòok
โต๊ะเขียนหนังสือ,tó-khǐan-naŋ-sʉ̌ʉ
โต๊ะเขียนแบบ,tó-khǐan-bɛ̀ɛp
ตกหาย,tòk-hǎay
ตกฟอง,tòk-fɔɔŋ
ตกฟาก,tòk-fâak
ตกดึก,tòk-dʉ̀k
ตกดิน,tòk-din
ตกใจกลัว,tòk-cay-klua
ตกใจ,tòk-cay
ตกจั่น,tòk-càn
ตกเบ็ด,tòk-bèt
ตกเบิก,tòk-bə̀ək
ตกบ่าย,tòk-bàay
ตกอับ,tòk-àp
ตกอันดับ,tòk-an-dàp
ตก,tòk
โต๊ะอิหม่าม,tó-ì-màam
โต๊ะจีน,tó-ciin
โต๊ะบูชา,tó-buu-chaa
โต๊ะอาหาร,tó-aa-hǎan
โต๊ะ,tó
ตื่นตูม,tʉ̀ʉn-tuum
ตื่นตัว,tʉ̀ʉn-tua
ตื่นตระหนก,tʉ̀ʉn-trà-nòk
ตื่นตกใจ,tʉ̀ʉn-tòk-cay
ตื้นๆ,tʉ̂ʉn-tʉ̂ʉn
ตื่นเต้น,tʉ̀ʉn-têen
ตื้นตันใจ,tʉ̂ʉn-tan-cay
ตื้นตัน,tʉ̂ʉn-tan
ตื่นตาตื่นใจ,tʉ̀ʉn-taa-tʉ̀ʉn-cay
ตื่นตา,tʉ̀ʉn-taa
ตื่นนอน,tʉ̀ʉn-nɔɔn
ตื้นลึกหนาบาง,tʉ̂ʉn-lʉ́k-nǎa-baaŋ
ตื่นกลัว,tʉ̀ʉn-klua
ตื่นขึ้น,tʉ̀ʉn-khʉ̂n
ตื้นเขิน,tʉ̂ʉn-khə̌ən
ตื่นข่าว,tʉ̀ʉn-khàaw
ตึงตัว,tʉŋ-tua
ตึงตัง,tʉŋ-taŋ
ตึงเปรี๊ยะ,tʉŋ-pría
ตึ๋งหนืด,tʉ̌ŋ-nʉ̀ʉt
ตึงเครียด,tʉŋ-khrîat
ตึง,tʉŋ
ตื่นไฟ,tʉ̀ʉn-fay
ตื้น,tʉ̂ʉn
ตื่น,tʉ̀ʉn
ตึกแถว,tʉ̀k-thɛ̌ɛw
ตึ้กตั้ก,tʉ́k-ták
ตึกสูง,tʉ̀k-sǔuŋ
ตึกระฟ้า,tʉ̀k-rá-fáa
ตึกรามบ้านช่อง,tʉ̀k-raam-bâan-chɔ̂ŋ
ตึกราม,tʉ̀k-raam
ตึก,tʉ̀k
ติ้ว,tîw
ติว,tiw
ติดอยู่ที่ปาก,tìt-yùu-thîi-pàak
ติดอยู่ในใจ,tìt-yùu-nay-cay
ติดยาเสพติด,tìt-yaa-sèep-tìt
ติดยาเสพย์ติด,tìt-yaa-sèep-tìt
ติดยา,tìt-yaa
ติดตัว,tìt-tua
ติดต่อสื่อสาร,tìt-tɔ̀ɔ-sʉ̀ʉ-sǎan
ติดต่อสอบถาม,tìt-tɔ̀ɔ-sɔ̀ɔp-thǎam
ติดต่อกัน,tìt-tɔ̀ɔ-kan
ติดต่อ,tìt-tɔ̀ɔ
ติดตื้น,tìt-tʉ̂ʉn
ติดๆ-ขัดๆ,tìt-tìt-khàt-khàt
ติดๆ,tìt-tìt
ติดธุระ,tìt-thú-rá
ติดธง,tìt-thoŋ
ติดตะราง,tìt-tà-raaŋ
ติดตั้ง,tìt-tâŋ
ติดตลก,tìt-ta-lòk
ติดตลาด,tìt-ta-làat
ติดตะกร้อ,tìt-tà-krɔ̂ɔ
ติดตามผลงาน,tìt-taam-phǒn-ŋaan
ติดตาม,tìt-taam
ติดตา,tìt-taa
ติดสุรา,tìt-sù-raa
ติดสอยห้อยตาม,tìt-sɔ̌ɔy-hɔ̂y-taam
ติดสินบน,tìt-sǐn-bon
ติดสัด,tìt-sàt
ติดสำนวน,tìt-sǎm-nuan
ติดโรค,tìt-rôok
ติดแร้ว,tìt-rɛ́ɛw
ติดราชการ,tìt-râat-cha-kaan
ติดร่างแห,tìt-râaŋ-hɛ̌ɛ
ติดประกาศ,tìt-prà-kàat
ติดปีก,tìt-pìik
ติดผม,tìt-phǒm
ติดพัน,tìt-phan
ติดเป็นนิสัย,tìt-pen-ní-sǎy
ติดป้าย,tìt-pâay
ติดปาก,tìt-pàak
ติดอกติดใจ,tìt-òk-tìt-cay
ติดนิสัย,tìt-ní-sǎy
ติดหนี้ติดสิน,tìt-nîi-tìt-sǐn
ติดหนี้,tìt-nîi
ติดงอมแงม,tìt-ŋɔɔ-ma-ŋɛɛm
ติดเงิน,tìt-ŋən
ติดงาน,tìt-ŋaan
ติดหมัด,tìt-màt
ติดมือ,tìt-mʉʉ
ติดลบ,tìt-lóp
ติดลมบน,tìt-lom-bon
ติดลม,tìt-lom
ติดเหล้า,tìt-lâw
ติดกระดุม,tìt-krà-dum
ติดคุก,tìt-khúk
ติดเครื่อง,tìt-khrʉ̂aŋ
ติดขอ,tìt-khɔ̌ɔ
ติดคอ,tìt-khɔɔ
ติดขัด,tìt-khàt
ติดค้าง,tìt-kháaŋ
ติดเก้ง,tìt-kêeŋ
ติดกับดัก,tìt-kàp-dàk
ติดกับ,tìt-kàp
ติดกัณฑ์เทศน์,tìt-kan-thêet
ติดกัน,tìt-kan
ติติง,tì-tiŋ
ติเตียน,tì-tian
ติดหูติดตา,tìt-hǔu-tìt-taa
ติดแห้ง,tìt-hɛ̂ɛŋ
ติดฝน,tìt-fǒn
ติดฝิ่น,tìt-fìn
ติดไฟ,tìt-fay
ติดแอร์,tìt-ɛɛ
ติดเชื้อ,tìt-chʉ́a
ติดแจ,tìt-cɛɛ
ติดใจ,tìt-cay
ติดจะ,tìt-cà
ติดบุหรี่,tìt-bù-rìi
ติดบวก,tìt-bùak
ติดบอร์ด,tìt-bɔ̀ɔt
ติดบ่อน,tìt-bɔ̀n
ติดอันดับ,tìt-an-dàp
ติดอาวุธ,tìt-aa-wút
ติด,tìt
ติรัจฉาน,tì-rát-chǎan
ติปาถะ,tì-paa-thà
ติณชาติ,tin-na-châat
ติงต๊อง,tiŋ-tɔ́ŋ
ติ๋ง,tǐŋ
ติ่ง,tìŋ
ติง,tiŋ
ตีวง,tii-woŋ
ตีอวน,tii-uan
ตีตั๋วยืน,tii-tǔa-yʉʉn
ตีตัวออกห่าง,tii-tua-ɔ̀ɔk-hàaŋ
ตีตั๋วเด็ก,tii-tǔa-dèk
ตีตั๋ว,tii-tǔa
ตีตรวน,tii-truan
ตีตรา,tii-traa
ตีโต้,tii-tôo
ตีตนออกห่าง,tii-ton-ɔ̀ɔk-hàaŋ
ตีตื้น,tii-tʉ̂ʉn
ตีทอง,tii-thɔɔŋ
ตีทะเบียน,tii-thá-bian
ตีท้ายครัว,tii-tháay-khrua
ตีแตะ,tii-tɛ̀
ตีตลาด,tii-ta-làat
ตีนตะขาบ,tii-tà-khàap
ตีสองหน้า,tii-sɔ̌ɔŋ-nâa
ตีสอง,tii-sɔ̌ɔŋ
ตีซี้,tii-síi
ตีเสียว่า,tii-sǐa-wâa
ตีเสียง,tii-sǐaŋ
ตีเส้น,tii-sên
ตีสนิท,tii-sa-nìt
ตีสำนวน,tii-sǎm-nuan
ตีเสมอ,tii-sa-mə̌ə
ตีสาย,tii-sǎay
ตีสาม,tii-sǎam
ตีรั้ง,tii-ráŋ
ตีรันฟันแทง,tii-ran-fan-thɛɛŋ
ตีราคา,tii-raa-khaa
ตีบตัน,tìip-tan
ตีแปลง,tii-plɛɛŋ
ตีบแคบ,tìip-khɛ̂ɛp
ตีปีก,tii-pìik
ตีโพยตีพาย,tii-phooy-tii-phaay
ตีผึ้ง,tii-phʉ̂ŋ
ตีพิมพ์,tii-phim
ตีแผ่,tii-phɛ̀ɛ
ตีป่า,tii-pàa
ตีบ,tìip
ตีนเหยียด,tiin-yìat
ตีนถีบปากกัด,tiin-thìip-pàak-kàt
ตีนท่า,tiin-thâa
ตีนโรงตีนศาล,tiin-rooŋ-tiin-sǎan
ตีนเปล่า,tiin-plàaw
ตีนผม,tiin-phǒm
ตีนผี,tiin-phǐi
ตีหนึ่ง,tii-nʉ̀ŋ
ตีนกบ,tiin-kòp
ตีนคู้,tiin-khúu
ตีนเขา,tiin-khǎw
ตีนกา,tiin-kaa
ตีนจก,tiin-còk
ตีนบันได,tiin-ban-day
ตีหน้ายักษ์,tii-nâa-yák
ตีหน้าตาย,tii-nâa-taay
ตีหน้าเซ่อ,tii-nâa-sə̂ə
ตีหน้า,tii-nâa
ตีน,tiin
ตีมอง,tii-mɔɔŋ
ตีเมือง,tii-mʉaŋ
ตีลูกเซ่อ,tii-lûuk-sə̂ə
ตีลังกา,tii-laŋ-kaa
ตีกรับ,tii-kràp
ตีกระหนาบ,tii-krà-nàap
ตีเกลียว,tii-kliaw
ตีเกล็ด,tii-klèt
ตีกลับ,tii-klàp
ตีกิน,tii-kin
ตีความหมาย,tii-khwaam-mǎay
ตีความ,tii-khwaam
ตีคู่,tii-khûu
ตีโค้ง,tii-khóoŋ
ตีคอ,tii-khɔɔ
ตีขลุม,tii-khlǔm
ตีเข่า,tii-khàw
ตีขนาบ,tii-kha-nàap
ตีค่า,tii-khâa
ตีไก่,tii-kày
ตีกรรเชียง,tii-kan-chiaŋ
ตีห่าง,tii-hàaŋ
ตีห้า,tii-hâa
ตีฝีปาก,tii-fǐi-pàak
ตีฝ่า,tii-fàa
ตีชิงวิ่งราว,tii-chiŋ-wîŋ-raaw
ตีฉิ่ง,tii-chìŋ
ตีชิง,tii-chiŋ
ตีจาก,tii-càak
ตีบทแตก,tii-bòt-tɛ̀ɛk
ตีบรรทัด,tii-ban-thát
ตี๋,tǐi
ตี่,tìi
ตี,tii
ติชม,tì-chom
ติฉินนินทา,tì-chǐn-nin-thaa
เตี่ยว,tìaw
เตียบ,tìap
เตียนโล่ง,tian-lôoŋ
เตียงสปริง,tiaŋ-sa-priŋ
เตียงสนาม,tiaŋ-sa-nǎam
เตียงผ้าใบ,tiaŋ-phâa-bay
เตียงนอน,tiaŋ-nɔɔn
เตียงลา,tiaŋ-laa
เตียงคู่,tiaŋ-khûu
เตียงคนไข้,tiaŋ-khon-khây
เตียงเดี่ยว,tiaŋ-dìaw
เตียง,tiaŋ
เตียน,tian
เตี้ย,tîa
เตี่ย,tìa
ติ,tì
ถือยศถือศักดิ์,thʉ̌ʉ-yót-thʉ̌ʉ-sàk
ถือยศ,thʉ̌ʉ-yót
ถือวิสาสะ,thʉ̌ʉ-wí-sǎa-sà
ถือว่า,thʉ̌ʉ-wâa
ถุยน้ำลาย,thǔy-náam-laay
ถุย,thǔy
ทุ้ย,thúy
ทุย,thuy
ธุวภาค,thú-wa-phâak
ธุวมณฑล,thú-wa-mon-thon
ทูตสวรรค์,thûut-sa-wǎn
ทูตสันถวไมตรี,thûut-sǎn-tha-wa-may-trii
ถูไถ,thǔu-thǎy
ทูตานุทูต,thuu-taa-nú-thûut
ทูต,thûut
ทู่ซี้,thûu-síi
ธูปฤาษี,thûup-rʉʉ-sǐi
ธูปแพเทียนแพ,thûup-phɛɛ-thian-phɛɛ
ธูปไม้ระกำ,thûup-máay-rá-kam
ธูปบาตร,thûup-bàat
ธูป,thûup
ทูบ,thûup
ทูลถาม,thuun-thǎam
ทูลเกล้าทูลกระหม่อมถวาย,thuun-klâaw-thuun-krà-mɔ̀m-thà-wǎay
ทูลเกล้าฯ-ถวาย,thuun-klâaw-tha-wǎay
ทูนหัว,thuun-hǔa
ทูน,thuun
ทูล,thuun
ทูมทาม,thuum-thaam
ถูลู่ถูกัง,thǔu-lûu-thǔu-kaŋ
ทูเลียม,thuu-lîam
ถูกวิธี,thùuk-wí-thii
ถูกตราหน้า,thùuk-traa-nâa
ถูกต้อน,thùuk-tɔ̂ɔn
ถูกต้องตามกฎหมาย,thùuk-tɔ̂ŋ-taam-kòt-mǎay
ถูกต้อง,thùuk-tɔ̂ŋ
ถูกๆ,thùuk-thùuk
ถูกที่,thùuk-thîi
ถูกตา,thùuk-taa
ถูกส่วน,thùuk-sùan
ถูกเส้น,thùuk-sên
ถูกโรค,thùuk-rôok
ถูกปรับ,thùuk-pràp
ถูกปาก,thùuk-pàak
ถูกอกถูกใจ,thùuk-òk-thùuk-cay
ถูกเนื้อต้องตัว,thùuk-nʉ́a-tɔ̂ŋ-tua
ถูกกระทำ,thùuk-krà-tham
ถูกกฎหมาย,thùuk-kòt-mǎay
ถูกคู่,thùuk-khûu
ถูกคอกัน,thùuk-khɔɔ-kan
ถูกคอ,thùuk-khɔɔ
ถูกขา,thùuk-khǎa
ถูกกัน,thùuk-kan
ถูกหวย,thùuk-hǔay
ถูกจุด,thùuk-cùt
ถูกช่อง,thùuk-chɔ̂ŋ
ถูกชะตา,thùuk-chá-taa
ถูกโฉลก,thùuk-cha-lòok
ถูกใจ,thùuk-cay
ถูกจำ,thùuk-cam
ถูก,thùuk
ถูฟัน,thǔu-fan
ถู,thǔu
ทู่,thûu
ทู้,thúu
ทุติยภูมิ,thú-tì-ya-phuum
ทุทรรศนนิยม,thú-thát-sa-na-ní-yom
ทุจริต,thút-ca-rìt
ธุช,thút
ทุรนทุราย,thú-ron-thú-raay
ทุเรียน,thú-rian
ทุเรศทุรัง,thú-rêet-thú-raŋ
ทุเรศ,thú-rêet
ทุรพล,thú-ra-phon
ทุรลักษณ์,thú-ra-lák
ธุรกิจท่องเที่ยว,thú-ra-kìt-thɔ̂ŋ-thîaw
ธุรกิจขนาดย่อม,thú-ra-kìt-kha-nàat-yɔ̂m
ธุรกิจขนาดใหญ่,thú-ra-kìt-kha-nàat-yày
ธุรกิจขนาดเล็ก,thú-ra-kìt-kha-nàat-lék
ธุรกิจขนาดกลาง,thú-ra-kìt-kha-nàat-klaaŋ
ธุรกิจค้าส่ง,thú-ra-kìt-kháa-sòŋ
ธุรกิจ,thú-ra-kìt
ทุรกันดาร,thú-ra-kan-daan
ธุรกรรม,thú-ra-kam
ทุรกรรม,thú-ra-kam
ธุรการ,thú-ra-kaan
ทุรชน,thú-ra-chon
ทุรชาติ,thú-ra-châat
ทุราคม,thú-raa-khom
ทุราจาร,thú-raa-caan
ธุระ,thú-rá
ทุบตี,thúp-tii
ทุพพลภาพ,thúp-phon-la-phâap
ทุพภิกขภัย,thúp-phík-kha-phay
ทุพภิกขันดรกัป,thúp-phík-khǎn-da-ra-kàp
ทุโภชนาการ,thú-phôot-cha-naa-kaan
ทุบ,thúp
ทุนวิจัย,thun-wí-cay
ทุ่นเวลา,thûn-wee-laa
ทุ่นอวน,thûn-uan
ทุนส่วนตัว,thun-sùan-tua
ทุนสำรองเงินตรา,thun-sǎm-rɔɔŋ-ŋən-traa
ทุนสำรอง,thun-sǎm-rɔɔŋ
ทุนรอน,thun-rɔɔn
ทุ่นแรง,thûn-rɛɛŋ
ทุนรัฐบาล,thun-rát-tha-baan
ทุนเรือนหุ้น,thun-rʉan-hûn
ทุ่นระเบิด,thûn-rá-bə̀ət
ทุนนอน,thun-nɔɔn
ทุนนิยม,thun-ní-yom
ทุ่นเงิน,thûn-ŋən
ทุนทรัพย์,thun-na-sáp
ทุนหมุนเวียน,thun-mǔn-wian
ทุ่นลอย,thûn-lɔɔy
ทุนเล่าเรียนหลวง,thun-lâw-rian-lǔaŋ
ทุนเล่าเรียน,thun-lâw-rian
ทุนการศึกษา,thun-kaan-sʉ̀k-sǎa
ทุนิยม,thú-ní-yom
ถุงยางอนามัย,thǔŋ-yaaŋ-a-naa-may
ถุงยาง,thǔŋ-yaaŋ
ถุงย่าม,thǔŋ-yâam
ทุ่งหญ้า,thûŋ-yâa
ทุงเทง,thuŋ-theeŋ
ถุงทะเล,thǔŋ-thá-lee
ถุงเท้า,thǔŋ-tháaw
ถุงตะเครียว,thǔŋ-tà-khriaw
ถุงสำเร็จ,thǔŋ-sǎm-rèt
ถุงพลาสติก,thǔŋ-phláat-sa-tìk
ถุงนอน,thǔŋ-nɔɔn
ถุงน่อง,thǔŋ-nɔ̂ŋ
ถุงเงินถุงทอง,thǔŋ-ŋən-thǔŋ-thɔɔŋ
ถุงเงิน,thǔŋ-ŋən
ถุงน้ำดี,thǔŋ-náam-dii
ทุ่งนา,thûŋ-naa
ถุงมือ,thǔŋ-mʉʉ
ทุ่งโล่ง,thûŋ-lôoŋ
ถุงลมนิรภัย,thǔŋ-lom-ní-ra-phay
ถุงลม,thǔŋ-lom
ทุ่งเลี้ยงสัตว์,thûŋ-líaŋ-sàt
ถุงกระดาษ,thǔŋ-krà-dàat
ถุงก๊อบแก๊บ,thǔŋ-kɔ́p-kɛ́p
ถุงเค้า,thǔŋ-kháw
ถุง,thǔŋ
ทุ่ง,thûŋ
ทุ้ง,thúŋ
ทุนเดิม,thun-dəəm
ทุนจดทะเบียน,thun-còt-thá-bian
ทุ่นเบ็ด,thûn-bèt
ถุน,thǔn
ทุ่น,thûn
ทุน,thun
ทุ่มทุน,thûm-thun
ทุ่มเถียง,thûm-thǐaŋ
ทุ่มเท,thûm-thee
ทุ่มตลาด,thûm-ta-làat
ธุมเพลิง,thum-phləəŋ
ทุ่มเงิน,thûm-ŋən
ทุ่มน้ำหนัก,thûm-náam-nàk
ธุมเกตุ,thú-ma-kèet
ทุ่ม,thûm
ทุ้ม,thúm
ธุลี,thú-lii
ทุเลา,thú-law
ทุกหย่อมหญ้า,thúk-yɔ̀m-yâa
ทุกอย่าง,thúk-yàaŋ
ทุกข์ยาก,thúk-yâak
ทุกวี่ทุกวัน,thúk-wîi-thúk-wan
ทุกเวลา,thúk-wee-laa
ทุกวันนี้,thúk-wan-níi
ทุกวัน,thúk-wan
ทุกๆ,thúk-thúk
ทุกข์ทรมาน,thúk-thɔɔ-ra-maan
ทุกทิศทาง,thúk-thít-thaaŋ
ทุกที่,thúk-thîi
ทุกที,thúk-thii
ทุกท่าน,thúk-thân
ทุกข์สุข,thúk-sùk
ทุกซอกทุกมุม,thúk-sɔ̂ɔk-thúk-mum
ทุกสิ่งทุกอย่าง,thúk-sìŋ-thúk-yàaŋ
ทุกสิ่ง,thúk-sìŋ
ทุกข์ร้อน,thúk-rɔ́ɔn
ทุกข์ระทม,thúk-rá-thom
ทุกราย,thúk-raay
ทุกปี,thúk-pii
ทุกผู้ทุกนาม,thúk-phûu-thúk-naam
ทุกพาย,thúk-phaay
ทุกนิบาต,thúk-ní-bàat
ทุกแง่ทุกมุม,thúk-ŋɛ̂ɛ-thúk-mum
ทุกเมื่อเชื่อวัน,thúk-mʉ̂a-chʉ̂a-wan
ทุกเมื่อ,thúk-mʉ̂a
ทุกครั้งที่,thúk-khráŋ-thîi
ทุกครั้ง,thúk-khráŋ
ทุกคราว,thúk-khraaw
ทุกคน,thúk-khon
ทุกคืน,thúk-khʉʉn
ทุกข์เข็ญ,thúk-khěn
ทุกขเวทนา,thúk-kha-wee-tha-naa
ทุกขสมุทัย,thúk-kha-sa-mù-thay
ทุกขนิโรธ,thúk-kha-ní-rôot
ทุกขณะ,thúk-khà-nà
ทุกขลาภ,thúk-kha-lâap
ทุกขารมณ์,thúk-khǎa-rom
ทุกหัวระแหง,thúk-hǔa-rá-hɛ̌ɛŋ
ทุกหนทุกแห่ง,thúk-hǒn-thúk-hɛ̀ɛŋ
ทุกหน,thúk-hǒn
ทุกแห่ง,thúk-hɛ̀ŋ
ทุคติ,thú-kha-tì
ทุคตะ,thú-khá-tà
ทุกฝ่าย,thúk-fàay
ทุกชนิด,thúk-cha-nít
ทุกข์ใจ,thúk-cay
ทุกรกิริยา,thú-ka-ra-kì-rí-yaa
ทุก,thúk
ทุกข์,thúk
ธุดงควัตร,thú-doŋ-kha-wát
ธุดงคสมาทาน,thú-doŋ-kha-sa-maa-thaan
ธุดงค์,thú-doŋ
ถ้วยตวง,thûay-tuaŋ
ทวยเทพ,thuay-thêep
ทวยราษฎร์,thuay-râat
ถ้วยรางวัล,thûay-raaŋ-wan
ถ้วยกาแฟ,thûay-kaa-fɛɛ
ทวยหาญ,thuay-hǎan
ถ้วยชาม,thûay-chaam
ถ้วย,thûay
ทวย,thuay
ทวดน้อย,thûat-nɔ́ɔy
ทั่วทุกทิศ,thûa-thúk-thít
ทั่วทุกสารทิศ,thûa-thúk-sǎan-thít
ทั่วทุกหัวระแหง,thûa-thúk-hǔa-rá-hɛ̌ɛŋ
ทั่วทุกแห่ง,thûa-thúk-hɛ̀ŋ
